text,label
Comment utiliser cette application,NOT_TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
C’est noté merci,NOT_TRIP
Trajet entre Abomey-Calavi et Cotonou,TRIP
Comment utiliser cette application,NOT_TRIP
Aller simple de Natitingou à Parakou,TRIP
Je veux aller de Porto-Novo à Djougou,TRIP
C’est noté merci,NOT_TRIP
Comment aller de Abomey-Calavi à Porto-Novo ?,TRIP
Trajet entre Lokossa et Cotonou,TRIP
Voyage prévu de Cotonou à Natitingou,TRIP
Voyage prévu de Parakou à Porto-Novo,TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Comment utiliser cette application,NOT_TRIP
Je voulais juste demander,NOT_TRIP
Je voulais juste demander,NOT_TRIP
Mon ami habite à Bohicon,NOT_TRIP
Je pars de Parakou pour Djougou,TRIP
Mon ami habite à Natitingou,NOT_TRIP
Besoin d’un trajet de Porto-Novo à Natitingou,TRIP
Je cherche un hôtel,NOT_TRIP
Besoin d’un trajet de Natitingou à Abomey-Calavi,TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Merci beaucoup,NOT_TRIP
Merci beaucoup,NOT_TRIP
Je voulais juste demander,NOT_TRIP
Mon ami habite à Lokossa,NOT_TRIP
Lokossa vers Bohicon,TRIP
Je dois me rendre de Djougou à Parakou,TRIP
C’est noté merci,NOT_TRIP
Comment utiliser cette application,NOT_TRIP
Je veux aller de Djougou à Cotonou,TRIP
Voyage prévu de Parakou à Cotonou,TRIP
Abomey-Calavi vers Lokossa,TRIP
Je pars de Parakou pour Abomey-Calavi,TRIP
Natitingou vers Cotonou,TRIP
Besoin d’un trajet de Cotonou à Abomey-Calavi,TRIP
Aller simple de Djougou à Porto-Novo,TRIP
Lokossa vers Porto-Novo,TRIP
Comment aller de Bohicon à Cotonou ?,TRIP
Comment aller de Porto-Novo à Cotonou ?,TRIP
Djougou vers Bohicon,TRIP
Je cherche un hôtel,NOT_TRIP
Trajet entre Abomey-Calavi et Djougou,TRIP
C’est noté merci,NOT_TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Merci beaucoup,NOT_TRIP
Je voudrais voyager de Lokossa vers Bohicon,TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Je cherche un hôtel,NOT_TRIP
Je veux aller de Bohicon à Abomey-Calavi,TRIP
Quel temps fait-il à Lokossa ?,NOT_TRIP
Besoin d’un trajet de Natitingou à Djougou,TRIP
Je cherche un hôtel,NOT_TRIP
Trajet entre Cotonou et Lokossa,TRIP
Aller simple de Lokossa à Natitingou,TRIP
Merci beaucoup,NOT_TRIP
Informations générales,NOT_TRIP
Je dois me rendre de Abomey-Calavi à Parakou,TRIP
Comment utiliser cette application,NOT_TRIP
Comment utiliser cette application,NOT_TRIP
Je veux aller de Abomey-Calavi à Bohicon,TRIP
Bonne journée,NOT_TRIP
Quel temps fait-il à Cotonou ?,NOT_TRIP
Aller simple de Lokossa à Porto-Novo,TRIP
Besoin d’un trajet de Lokossa à Natitingou,TRIP
Je dois me rendre de Natitingou à Bohicon,TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Aller simple de Abomey-Calavi à Parakou,TRIP
Mon ami habite à Djougou,NOT_TRIP
Je pars de Bohicon pour Lokossa,TRIP
Besoin d’un trajet de Cotonou à Djougou,TRIP
Comment utiliser cette application,NOT_TRIP
Je voudrais voyager de Porto-Novo vers Djougou,TRIP
Natitingou vers Cotonou,TRIP
Je veux aller de Cotonou à Porto-Novo,TRIP
Voyage prévu de Abomey-Calavi à Parakou,TRIP
Comment utiliser cette application,NOT_TRIP
Besoin d’un trajet de Parakou à Djougou,TRIP
Je dois me rendre de Natitingou à Djougou,TRIP
Aller simple de Cotonou à Porto-Novo,TRIP
Je voulais juste demander,NOT_TRIP
Mon ami habite à Porto-Novo,NOT_TRIP
Bonne journée,NOT_TRIP
Je voudrais voyager de Djougou vers Bohicon,TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Merci beaucoup,NOT_TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Trajet entre Djougou et Lokossa,TRIP
Informations générales,NOT_TRIP
Je pars de Abomey-Calavi pour Parakou,TRIP
C’est noté merci,NOT_TRIP
Merci beaucoup,NOT_TRIP
Bonne journée,NOT_TRIP
Djougou vers Abomey-Calavi,TRIP
Je cherche un hôtel,NOT_TRIP
Je pars de Cotonou pour Parakou,TRIP
Je pars de Djougou pour Lokossa,TRIP
C’est noté merci,NOT_TRIP
Comment aller de Djougou à Bohicon ?,TRIP
Aller simple de Porto-Novo à Abomey-Calavi,TRIP
Je dois me rendre de Lokossa à Abomey-Calavi,TRIP
Trajet entre Lokossa et Porto-Novo,TRIP
Merci beaucoup,NOT_TRIP
Je voulais juste demander,NOT_TRIP
Mon ami habite à Porto-Novo,NOT_TRIP
Informations générales,NOT_TRIP
Je voulais juste demander,NOT_TRIP
Bonne journée,NOT_TRIP
Comment utiliser cette application,NOT_TRIP
Je pars de Cotonou pour Parakou,TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Mon ami habite à Cotonou,NOT_TRIP
Je voulais juste demander,NOT_TRIP
Je veux aller de Natitingou à Parakou,TRIP
Comment utiliser cette application,NOT_TRIP
Mon ami habite à Natitingou,NOT_TRIP
Mon ami habite à Djougou,NOT_TRIP
Je dois me rendre de Natitingou à Cotonou,TRIP
Trajet entre Lokossa et Abomey-Calavi,TRIP
Je veux aller de Parakou à Bohicon,TRIP
Je pars de Djougou pour Cotonou,TRIP
C’est noté merci,NOT_TRIP
Informations générales,NOT_TRIP
Je pars de Parakou pour Natitingou,TRIP
Bonne journée,NOT_TRIP
Besoin d’un trajet de Abomey-Calavi à Natitingou,TRIP
Quel temps fait-il à Djougou ?,NOT_TRIP
Je voudrais voyager de Parakou vers Porto-Novo,TRIP
Voyage prévu de Lokossa à Bohicon,TRIP
Je veux aller de Djougou à Porto-Novo,TRIP
Comment utiliser cette application,NOT_TRIP
Besoin d’un trajet de Abomey-Calavi à Natitingou,TRIP
Comment utiliser cette application,NOT_TRIP
Djougou vers Abomey-Calavi,TRIP
Aller simple de Bohicon à Natitingou,TRIP
Je voulais juste demander,NOT_TRIP
C’est noté merci,NOT_TRIP
Comment utiliser cette application,NOT_TRIP
Mon ami habite à Abomey-Calavi,NOT_TRIP
Natitingou vers Bohicon,TRIP
Aller simple de Natitingou à Abomey-Calavi,TRIP
Comment aller de Lokossa à Cotonou ?,TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Bonne journée,NOT_TRIP
Informations générales,NOT_TRIP
Informations générales,NOT_TRIP
Mon ami habite à Parakou,NOT_TRIP
Je cherche un hôtel,NOT_TRIP
Voyage prévu de Lokossa à Natitingou,TRIP
Mon ami habite à Abomey-Calavi,NOT_TRIP
Bonne journée,NOT_TRIP
Je cherche un hôtel,NOT_TRIP
Voyage prévu de Abomey-Calavi à Lokossa,TRIP
C’est noté merci,NOT_TRIP
Je voulais juste demander,NOT_TRIP
Informations générales,NOT_TRIP
C’est noté merci,NOT_TRIP
Comment utiliser cette application,NOT_TRIP
Bonne journée,NOT_TRIP
Besoin d’un trajet de Bohicon à Abomey-Calavi,TRIP
Je voulais juste demander,NOT_TRIP
Quel temps fait-il à Abomey-Calavi ?,NOT_TRIP
Comment aller de Cotonou à Abomey-Calavi ?,TRIP
Je dois me rendre de Djougou à Cotonou,TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Besoin d’un trajet de Bohicon à Abomey-Calavi,TRIP
Besoin d’un trajet de Lokossa à Porto-Novo,TRIP
Voyage prévu de Cotonou à Bohicon,TRIP
Abomey-Calavi vers Cotonou,TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Aller simple de Abomey-Calavi à Porto-Novo,TRIP
Aller simple de Natitingou à Bohicon,TRIP
Lokossa vers Abomey-Calavi,TRIP
Comment aller de Porto-Novo à Bohicon ?,TRIP
Bonne journée,NOT_TRIP
Je pars de Abomey-Calavi pour Natitingou,TRIP
Informations générales,NOT_TRIP
Comment utiliser cette application,NOT_TRIP
Je voudrais voyager de Bohicon vers Cotonou,TRIP
Merci beaucoup,NOT_TRIP
Je dois me rendre de Cotonou à Djougou,TRIP
Bonne journée,NOT_TRIP
Je cherche un hôtel,NOT_TRIP
Je cherche un hôtel,NOT_TRIP
Trajet entre Porto-Novo et Parakou,TRIP
Aller simple de Cotonou à Lokossa,TRIP
Voyage prévu de Natitingou à Bohicon,TRIP
Je voulais juste demander,NOT_TRIP
Je cherche un hôtel,NOT_TRIP
Mon ami habite à Porto-Novo,NOT_TRIP
Merci beaucoup,NOT_TRIP
Je veux aller de Bohicon à Parakou,TRIP
Informations générales,NOT_TRIP
Bonne journée,NOT_TRIP
Je voulais juste demander,NOT_TRIP
Bohicon vers Parakou,TRIP
Informations générales,NOT_TRIP
Quel temps fait-il à Natitingou ?,NOT_TRIP
Merci beaucoup,NOT_TRIP
Merci beaucoup,NOT_TRIP
Je pars de Natitingou pour Abomey-Calavi,TRIP
Besoin d’un trajet de Abomey-Calavi à Porto-Novo,TRIP
Comment aller de Porto-Novo à Lokossa ?,TRIP
Je pars de Cotonou pour Porto-Novo,TRIP
Comment utiliser cette application,NOT_TRIP
C’est noté merci,NOT_TRIP
Trajet entre Lokossa et Natitingou,TRIP
Je pars de Natitingou pour Parakou,TRIP
Je cherche un hôtel,NOT_TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Je dois me rendre de Lokossa à Porto-Novo,TRIP
Mon ami habite à Abomey-Calavi,NOT_TRIP
Besoin d’un trajet de Natitingou à Djougou,TRIP
Je voudrais voyager de Djougou vers Lokossa,TRIP
Abomey-Calavi vers Lokossa,TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Voyage prévu de Bohicon à Porto-Novo,TRIP
Informations générales,NOT_TRIP
Voyage prévu de Natitingou à Porto-Novo,TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Comment aller de Abomey-Calavi à Bohicon ?,TRIP
Comment aller de Bohicon à Djougou ?,TRIP
Bonne journée,NOT_TRIP
Trajet entre Djougou et Bohicon,TRIP
Je cherche un hôtel,NOT_TRIP
Voyage prévu de Lokossa à Abomey-Calavi,TRIP
Cotonou vers Lokossa,TRIP
Je dois me rendre de Abomey-Calavi à Porto-Novo,TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Besoin d’un trajet de Bohicon à Cotonou,TRIP
Je cherche un hôtel,NOT_TRIP
Comment utiliser cette application,NOT_TRIP
Besoin d’un trajet de Bohicon à Lokossa,TRIP
Mon ami habite à Cotonou,NOT_TRIP
Quel temps fait-il à Bohicon ?,NOT_TRIP
Trajet entre Djougou et Cotonou,TRIP
Merci beaucoup,NOT_TRIP
Trajet entre Djougou et Natitingou,TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Je voulais juste demander,NOT_TRIP
Merci beaucoup,NOT_TRIP
Mon ami habite à Bohicon,NOT_TRIP
Je veux aller de Djougou à Bohicon,TRIP
Quel temps fait-il à Parakou ?,NOT_TRIP
Informations générales,NOT_TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Merci beaucoup,NOT_TRIP
Informations générales,NOT_TRIP
C’est noté merci,NOT_TRIP
Je cherche un hôtel,NOT_TRIP
Porto-Novo vers Cotonou,TRIP
Merci beaucoup,NOT_TRIP
Aller simple de Lokossa à Bohicon,TRIP
Merci beaucoup,NOT_TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Je voulais juste demander,NOT_TRIP
Comment utiliser cette application,NOT_TRIP
Aller simple de Bohicon à Djougou,TRIP
Voyage prévu de Djougou à Lokossa,TRIP
Comment aller de Porto-Novo à Lokossa ?,TRIP
Je cherche un hôtel,NOT_TRIP
Comment utiliser cette application,NOT_TRIP
Je pars de Natitingou pour Cotonou,TRIP
Je cherche un hôtel,NOT_TRIP
Natitingou vers Parakou,TRIP
Trajet entre Abomey-Calavi et Porto-Novo,TRIP
Comment aller de Natitingou à Djougou ?,TRIP
Je voulais juste demander,NOT_TRIP
Merci beaucoup,NOT_TRIP
Je pars de Cotonou pour Lokossa,TRIP
Informations générales,NOT_TRIP
Aller simple de Bohicon à Parakou,TRIP
Je voudrais voyager de Bohicon vers Cotonou,TRIP
Je dois me rendre de Abomey-Calavi à Bohicon,TRIP
Je voulais juste demander,NOT_TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Je cherche un hôtel,NOT_TRIP
Comment aller de Natitingou à Lokossa ?,TRIP
Comment utiliser cette application,NOT_TRIP
Besoin d’un trajet de Porto-Novo à Djougou,TRIP
Merci beaucoup,NOT_TRIP
Natitingou vers Bohicon,TRIP
Je dois me rendre de Porto-Novo à Natitingou,TRIP
Je dois me rendre de Djougou à Lokossa,TRIP
C’est noté merci,NOT_TRIP
Trajet entre Natitingou et Porto-Novo,TRIP
Lokossa vers Djougou,TRIP
Aller simple de Abomey-Calavi à Lokossa,TRIP
Quel temps fait-il à Abomey-Calavi ?,NOT_TRIP
Voyage prévu de Natitingou à Parakou,TRIP
Je voulais juste demander,NOT_TRIP
Je pars de Djougou pour Porto-Novo,TRIP
Mon ami habite à Djougou,NOT_TRIP
Mon ami habite à Abomey-Calavi,NOT_TRIP
Besoin d’un trajet de Natitingou à Djougou,TRIP
Trajet entre Bohicon et Parakou,TRIP
Quel temps fait-il à Cotonou ?,NOT_TRIP
Je cherche un hôtel,NOT_TRIP
Je cherche un hôtel,NOT_TRIP
Je voulais juste demander,NOT_TRIP
Besoin d’un trajet de Natitingou à Porto-Novo,TRIP
Je veux aller de Bohicon à Djougou,TRIP
Merci beaucoup,NOT_TRIP
Trajet entre Parakou et Bohicon,TRIP
Je voulais juste demander,NOT_TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
C’est noté merci,NOT_TRIP
Bohicon vers Natitingou,TRIP
Porto-Novo vers Lokossa,TRIP
Je dois me rendre de Bohicon à Abomey-Calavi,TRIP
Je cherche un hôtel,NOT_TRIP
Comment utiliser cette application,NOT_TRIP
Comment utiliser cette application,NOT_TRIP
Je pars de Lokossa pour Cotonou,TRIP
Mon ami habite à Lokossa,NOT_TRIP
Merci beaucoup,NOT_TRIP
Je voulais juste demander,NOT_TRIP
Comment aller de Djougou à Bohicon ?,TRIP
Aller simple de Djougou à Parakou,TRIP
Je dois me rendre de Cotonou à Lokossa,TRIP
Comment utiliser cette application,NOT_TRIP
Merci beaucoup,NOT_TRIP
Je voulais juste demander,NOT_TRIP
Je dois me rendre de Abomey-Calavi à Natitingou,TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Je voudrais voyager de Porto-Novo vers Bohicon,TRIP
Trajet entre Djougou et Abomey-Calavi,TRIP
Merci beaucoup,NOT_TRIP
Aller simple de Lokossa à Porto-Novo,TRIP
Je veux aller de Porto-Novo à Natitingou,TRIP
Informations générales,NOT_TRIP
Je dois me rendre de Abomey-Calavi à Porto-Novo,TRIP
Merci beaucoup,NOT_TRIP
Je pars de Lokossa pour Abomey-Calavi,TRIP
Besoin d’un trajet de Bohicon à Porto-Novo,TRIP
Je pars de Lokossa pour Bohicon,TRIP
Voyage prévu de Porto-Novo à Abomey-Calavi,TRIP
Quel temps fait-il à Natitingou ?,NOT_TRIP
Comment aller de Porto-Novo à Lokossa ?,TRIP
Voyage prévu de Djougou à Bohicon,TRIP
Besoin d’un trajet de Lokossa à Cotonou,TRIP
Je pars de Porto-Novo pour Lokossa,TRIP
Quel temps fait-il à Abomey-Calavi ?,NOT_TRIP
Mon ami habite à Lokossa,NOT_TRIP
C’est noté merci,NOT_TRIP
Aller simple de Parakou à Lokossa,TRIP
C’est noté merci,NOT_TRIP
Je pars de Djougou pour Parakou,TRIP
Quel temps fait-il à Cotonou ?,NOT_TRIP
Aller simple de Natitingou à Cotonou,TRIP
Trajet entre Djougou et Cotonou,TRIP
Je dois me rendre de Parakou à Djougou,TRIP
Informations générales,NOT_TRIP
Je voudrais voyager de Natitingou vers Porto-Novo,TRIP
Je dois me rendre de Cotonou à Bohicon,TRIP
Cotonou vers Djougou,TRIP
Je voulais juste demander,NOT_TRIP
Natitingou vers Porto-Novo,TRIP
Quel temps fait-il à Abomey-Calavi ?,NOT_TRIP
Voyage prévu de Abomey-Calavi à Natitingou,TRIP
Aller simple de Parakou à Abomey-Calavi,TRIP
Bohicon vers Abomey-Calavi,TRIP
C’est noté merci,NOT_TRIP
Aller simple de Lokossa à Bohicon,TRIP
Informations générales,NOT_TRIP
Je cherche un hôtel,NOT_TRIP
Besoin d’un trajet de Porto-Novo à Natitingou,TRIP
Je dois me rendre de Bohicon à Porto-Novo,TRIP
Je pars de Cotonou pour Parakou,TRIP
Besoin d’un trajet de Lokossa à Abomey-Calavi,TRIP
Informations générales,NOT_TRIP
Je voudrais voyager de Djougou vers Bohicon,TRIP
Quel temps fait-il à Abomey-Calavi ?,NOT_TRIP
Je veux aller de Abomey-Calavi à Parakou,TRIP
Je voulais juste demander,NOT_TRIP
Comment utiliser cette application,NOT_TRIP
Merci beaucoup,NOT_TRIP
Je voudrais voyager de Cotonou vers Natitingou,TRIP
Mon ami habite à Natitingou,NOT_TRIP
Mon ami habite à Natitingou,NOT_TRIP
Bonne journée,NOT_TRIP
Je dois me rendre de Djougou à Abomey-Calavi,TRIP
Comment utiliser cette application,NOT_TRIP
Bonne journée,NOT_TRIP
Besoin d’un trajet de Natitingou à Cotonou,TRIP
C’est noté merci,NOT_TRIP
Je voudrais voyager de Bohicon vers Cotonou,TRIP
Voyage prévu de Djougou à Bohicon,TRIP
Quel temps fait-il à Bohicon ?,NOT_TRIP
Mon ami habite à Porto-Novo,NOT_TRIP
Bonne journée,NOT_TRIP
Je dois me rendre de Abomey-Calavi à Natitingou,TRIP
Merci beaucoup,NOT_TRIP
Quel temps fait-il à Parakou ?,NOT_TRIP
Informations générales,NOT_TRIP
C’est noté merci,NOT_TRIP
C’est noté merci,NOT_TRIP
Je voudrais voyager de Abomey-Calavi vers Djougou,TRIP
Comment utiliser cette application,NOT_TRIP
Mon ami habite à Natitingou,NOT_TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Trajet entre Djougou et Lokossa,TRIP
Merci beaucoup,NOT_TRIP
Voyage prévu de Bohicon à Natitingou,TRIP
Je voudrais voyager de Bohicon vers Djougou,TRIP
Voyage prévu de Abomey-Calavi à Djougou,TRIP
Trajet entre Natitingou et Djougou,TRIP
Quel temps fait-il à Cotonou ?,NOT_TRIP
Mon ami habite à Lokossa,NOT_TRIP
Je cherche un hôtel,NOT_TRIP
Je voulais juste demander,NOT_TRIP
Je veux aller de Abomey-Calavi à Djougou,TRIP
Trajet entre Cotonou et Abomey-Calavi,TRIP
Trajet entre Djougou et Cotonou,TRIP
C’est noté merci,NOT_TRIP
Voyage prévu de Bohicon à Djougou,TRIP
Quel temps fait-il à Djougou ?,NOT_TRIP
Voyage prévu de Cotonou à Djougou,TRIP
Je cherche un hôtel,NOT_TRIP
Quel temps fait-il à Lokossa ?,NOT_TRIP
Porto-Novo vers Cotonou,TRIP
Comment aller de Bohicon à Abomey-Calavi ?,TRIP
Je cherche un hôtel,NOT_TRIP
Je dois me rendre de Bohicon à Cotonou,TRIP
Je dois me rendre de Bohicon à Lokossa,TRIP
Informations générales,NOT_TRIP
Je pars de Cotonou pour Porto-Novo,TRIP
Comment utiliser cette application,NOT_TRIP
Comment utiliser cette application,NOT_TRIP
Voyage prévu de Bohicon à Abomey-Calavi,TRIP
Trajet entre Natitingou et Porto-Novo,TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Comment utiliser cette application,NOT_TRIP
Je cherche un hôtel,NOT_TRIP
Aller simple de Djougou à Bohicon,TRIP
Bonne journée,NOT_TRIP
Voyage prévu de Natitingou à Cotonou,TRIP
Natitingou vers Porto-Novo,TRIP
Je veux aller de Porto-Novo à Natitingou,TRIP
C’est noté merci,NOT_TRIP
Comment utiliser cette application,NOT_TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Bonne journée,NOT_TRIP
Voyage prévu de Parakou à Djougou,TRIP
Trajet entre Bohicon et Cotonou,TRIP
Mon ami habite à Djougou,NOT_TRIP
Je pars de Bohicon pour Natitingou,TRIP
Djougou vers Bohicon,TRIP
Abomey-Calavi vers Cotonou,TRIP
C’est noté merci,NOT_TRIP
Je pars de Natitingou pour Djougou,TRIP
Djougou vers Natitingou,TRIP
Je cherche un hôtel,NOT_TRIP
Je cherche un hôtel,NOT_TRIP
Voyage prévu de Bohicon à Natitingou,TRIP
Informations générales,NOT_TRIP
Trajet entre Cotonou et Porto-Novo,TRIP
Aller simple de Djougou à Bohicon,TRIP
Je veux aller de Djougou à Porto-Novo,TRIP
Comment aller de Djougou à Natitingou ?,TRIP
Comment utiliser cette application,NOT_TRIP
Je voudrais voyager de Bohicon vers Djougou,TRIP
Informations générales,NOT_TRIP
Voyage prévu de Bohicon à Parakou,TRIP
Je dois me rendre de Lokossa à Abomey-Calavi,TRIP
Je dois me rendre de Natitingou à Parakou,TRIP
Comment utiliser cette application,NOT_TRIP
Je dois me rendre de Natitingou à Abomey-Calavi,TRIP
Natitingou vers Djougou,TRIP
Informations générales,NOT_TRIP
Trajet entre Porto-Novo et Djougou,TRIP
Voyage prévu de Abomey-Calavi à Natitingou,TRIP
Je dois me rendre de Abomey-Calavi à Lokossa,TRIP
Voyage prévu de Lokossa à Porto-Novo,TRIP
Je voudrais voyager de Porto-Novo vers Abomey-Calavi,TRIP
C’est noté merci,NOT_TRIP
Comment utiliser cette application,NOT_TRIP
Je voudrais voyager de Lokossa vers Porto-Novo,TRIP
Quel temps fait-il à Porto-Novo ?,NOT_TRIP
Besoin d’un trajet de Porto-Novo à Cotonou,TRIP
Merci beaucoup,NOT_TRIP
Informations générales,NOT_TRIP
Aller simple de Abomey-Calavi à Cotonou,TRIP
Trajet entre Abomey-Calavi et Bohicon,TRIP
Je pars de Bohicon pour Porto-Novo,TRIP
Informations générales,NOT_TRIP
C’est noté merci,NOT_TRIP
Voyage prévu de Djougou à Bohicon,TRIP
Comment utiliser cette application,NOT_TRIP
Informations générales,NOT_TRIP
Je voulais juste demander,NOT_TRIP
Informations générales,NOT_TRIP
Je dois me rendre de Porto-Novo à Parakou,TRIP
Je cherche un hôtel,NOT_TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Trajet entre Natitingou et Cotonou,TRIP
Je veux aller de Bohicon à Parakou,TRIP
Je pars de Natitingou pour Bohicon,TRIP
Quel temps fait-il à Porto-Novo ?,NOT_TRIP
Aller simple de Cotonou à Natitingou,TRIP
Natitingou vers Cotonou,TRIP
Trajet entre Porto-Novo et Bohicon,TRIP
Quel temps fait-il à Cotonou ?,NOT_TRIP
Je voulais juste demander,NOT_TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Voyage prévu de Bohicon à Natitingou,TRIP
Voyage prévu de Porto-Novo à Natitingou,TRIP
Comment utiliser cette application,NOT_TRIP
Je voulais juste demander,NOT_TRIP
Je cherche un hôtel,NOT_TRIP
Quel temps fait-il à Djougou ?,NOT_TRIP
Je voulais juste demander,NOT_TRIP
Je dois me rendre de Natitingou à Djougou,TRIP
Parakou vers Djougou,TRIP
Je cherche un hôtel,NOT_TRIP
Informations générales,NOT_TRIP
Comment utiliser cette application,NOT_TRIP
Bonne journée,NOT_TRIP
Comment utiliser cette application,NOT_TRIP
Quel temps fait-il à Bohicon ?,NOT_TRIP
Je voudrais voyager de Djougou vers Natitingou,TRIP
C’est noté merci,NOT_TRIP
Abomey-Calavi vers Lokossa,TRIP
Je cherche un hôtel,NOT_TRIP
Trajet entre Porto-Novo et Djougou,TRIP
Besoin d’un trajet de Abomey-Calavi à Djougou,TRIP
C’est noté merci,NOT_TRIP
Quel temps fait-il à Parakou ?,NOT_TRIP
C’est noté merci,NOT_TRIP
Je dois me rendre de Parakou à Porto-Novo,TRIP
Merci beaucoup,NOT_TRIP
Je dois me rendre de Porto-Novo à Parakou,TRIP
Je voulais juste demander,NOT_TRIP
Je veux aller de Lokossa à Abomey-Calavi,TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Comment utiliser cette application,NOT_TRIP
C’est noté merci,NOT_TRIP
Je voudrais voyager de Porto-Novo vers Bohicon,TRIP
Aller simple de Lokossa à Cotonou,TRIP
Comment aller de Parakou à Djougou ?,TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Mon ami habite à Porto-Novo,NOT_TRIP
Bonne journée,NOT_TRIP
Bonne journée,NOT_TRIP
Je voudrais voyager de Natitingou vers Porto-Novo,TRIP
Bonne journée,NOT_TRIP
C’est noté merci,NOT_TRIP
Je dois me rendre de Abomey-Calavi à Natitingou,TRIP
Bonne journée,NOT_TRIP
Quel temps fait-il à Bohicon ?,NOT_TRIP
Je cherche un hôtel,NOT_TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Merci beaucoup,NOT_TRIP
Je voulais juste demander,NOT_TRIP
Comment utiliser cette application,NOT_TRIP
Je voudrais voyager de Parakou vers Bohicon,TRIP
Je cherche un hôtel,NOT_TRIP
C’est noté merci,NOT_TRIP
Mon ami habite à Bohicon,NOT_TRIP
Informations générales,NOT_TRIP
Bohicon vers Cotonou,TRIP
Merci beaucoup,NOT_TRIP
Je dois me rendre de Djougou à Abomey-Calavi,TRIP
Besoin d’un trajet de Lokossa à Parakou,TRIP
Comment utiliser cette application,NOT_TRIP
Je pars de Bohicon pour Parakou,TRIP
Mon ami habite à Abomey-Calavi,NOT_TRIP
Je pars de Cotonou pour Natitingou,TRIP
Voyage prévu de Abomey-Calavi à Parakou,TRIP
Mon ami habite à Djougou,NOT_TRIP
Voyage prévu de Porto-Novo à Natitingou,TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Mon ami habite à Abomey-Calavi,NOT_TRIP
Aller simple de Djougou à Cotonou,TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Je cherche un hôtel,NOT_TRIP
Voyage prévu de Abomey-Calavi à Porto-Novo,TRIP
Besoin d’un trajet de Bohicon à Porto-Novo,TRIP
Comment aller de Abomey-Calavi à Porto-Novo ?,TRIP
C’est noté merci,NOT_TRIP
Je veux aller de Lokossa à Djougou,TRIP
Trajet entre Abomey-Calavi et Parakou,TRIP
Merci beaucoup,NOT_TRIP
Comment aller de Parakou à Cotonou ?,TRIP
Voyage prévu de Lokossa à Cotonou,TRIP
Comment utiliser cette application,NOT_TRIP
Je voulais juste demander,NOT_TRIP
Je voudrais voyager de Porto-Novo vers Abomey-Calavi,TRIP
Merci beaucoup,NOT_TRIP
Comment aller de Cotonou à Bohicon ?,TRIP
Comment aller de Lokossa à Cotonou ?,TRIP
Mon ami habite à Porto-Novo,NOT_TRIP
Aller simple de Bohicon à Parakou,TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Je n’ai plus besoin de voyager,NOT_TRIP
Besoin d’un trajet de Cotonou à Abomey-Calavi,TRIP
Bonne journée,NOT_TRIP
Besoin d’un trajet de Lokossa à Parakou,TRIP
Je dois me rendre de Cotonou à Porto-Novo,TRIP
Je dois me rendre de Bohicon à Lokossa,TRIP
Comment utiliser cette application,NOT_TRIP
Voyage prévu de Porto-Novo à Abomey-Calavi,TRIP
Je voudrais voyager de Djougou vers Abomey-Calavi,TRIP
Je voudrais voyager de Djougou vers Cotonou,TRIP
Quel temps fait-il à Lokossa ?,NOT_TRIP
Je cherche un hôtel,NOT_TRIP
Mon ami habite à Natitingou,NOT_TRIP
Je veux aller de Cotonou à Parakou,TRIP
Besoin d’un trajet de Abomey-Calavi à Lokossa,TRIP
C’est noté merci,NOT_TRIP
C’est noté merci,NOT_TRIP
Je cherche un hôtel,NOT_TRIP
Voyage prévu de Bohicon à Djougou,TRIP
Informations générales,NOT_TRIP
